2025-11-16 14:58:49,650 [DEBUG] 📁 Log file created at: C:\Users\s1834431\.cursor\worktrees\fem_model\kXxtc\post_processing\results\job_0003_2025-11-16_14-58-42-906159_pid28592_1e319e58\logs\AssembleGlobalSystem.log (Module: assembly, Line: 91)
2025-11-16 14:58:49,653 [ERROR] Element 11 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,653 [ERROR] Element 12 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,653 [ERROR] Element 13 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,653 [ERROR] Element 14 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,653 [ERROR] Element 15 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,653 [ERROR] Element 16 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,653 [ERROR] Element 17 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,653 [ERROR] Element 18 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,653 [ERROR] Element 19 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,653 [ERROR] Element 20 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,653 [ERROR] Element 21 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,653 [ERROR] Element 22 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,653 [ERROR] Element 23 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,653 [ERROR] Element 24 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,653 [ERROR] Element 25 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,653 [ERROR] Element 26 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,653 [ERROR] Element 27 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,653 [ERROR] Element 28 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,653 [ERROR] Element 29 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,653 [ERROR] Element 30 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,653 [ERROR] Element 31 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,653 [ERROR] Element 32 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,653 [ERROR] Element 33 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,653 [ERROR] Element 34 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,653 [ERROR] Element 35 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,653 [ERROR] Element 36 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,653 [ERROR] Element 37 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,653 [ERROR] Element 38 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,653 [ERROR] Element 39 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,653 [ERROR] Element 40 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,653 [ERROR] Element 41 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,653 [ERROR] Element 42 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,653 [ERROR] Element 43 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,653 [ERROR] Element 44 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,653 [ERROR] Element 45 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,653 [ERROR] Element 46 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,653 [ERROR] Element 47 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,654 [ERROR] Element 48 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,654 [ERROR] Element 49 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,654 [ERROR] Element 50 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,654 [ERROR] Element 51 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,654 [ERROR] Element 52 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,654 [ERROR] Element 53 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,654 [ERROR] Element 54 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,654 [ERROR] Element 55 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,654 [ERROR] Element 56 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,654 [ERROR] Element 57 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,654 [ERROR] Element 58 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,654 [ERROR] Element 59 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,654 [ERROR] Element 60 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,654 [ERROR] Element 61 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,654 [ERROR] Element 62 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,654 [ERROR] Element 63 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,654 [ERROR] Element 64 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,654 [ERROR] Element 65 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,654 [ERROR] Element 66 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,654 [ERROR] Element 67 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,654 [ERROR] Element 68 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,654 [ERROR] Element 69 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,654 [ERROR] Element 70 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,654 [ERROR] Element 71 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,654 [ERROR] Element 72 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,654 [ERROR] Element 73 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,654 [ERROR] Element 74 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,654 [ERROR] Element 75 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,654 [ERROR] Element 76 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,654 [ERROR] Element 77 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,654 [ERROR] Element 78 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,654 [ERROR] Element 79 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,654 [ERROR] Element 80 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,654 [ERROR] Element 81 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,654 [ERROR] Element 82 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,654 [ERROR] Element 83 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,654 [ERROR] Element 84 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,654 [ERROR] Element 85 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,655 [ERROR] Element 86 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,655 [ERROR] Element 87 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,655 [ERROR] Element 88 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,655 [ERROR] Element 89 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,655 [ERROR] Element 90 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,655 [ERROR] Element 91 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,655 [ERROR] Element 92 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,655 [ERROR] Element 93 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,655 [ERROR] Element 94 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,655 [ERROR] Element 95 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,655 [ERROR] Element 96 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,655 [ERROR] Element 97 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,655 [ERROR] Element 98 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,655 [ERROR] Element 99 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,655 [ERROR] Element 100 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,655 [ERROR] Element 101 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,655 [ERROR] Element 102 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,655 [ERROR] Element 103 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,655 [ERROR] Element 104 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,655 [ERROR] Element 105 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,655 [ERROR] Element 106 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,655 [ERROR] Element 107 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,655 [ERROR] Element 108 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,655 [ERROR] Element 109 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,655 [ERROR] Element 110 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,655 [ERROR] Element 111 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,655 [ERROR] Element 112 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,655 [ERROR] Element 113 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,655 [ERROR] Element 114 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,655 [ERROR] Element 115 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,655 [ERROR] Element 116 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,655 [ERROR] Element 117 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,655 [ERROR] Element 118 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,655 [ERROR] Element 119 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,656 [ERROR] Element 120 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,656 [ERROR] Element 121 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,656 [ERROR] Element 122 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,656 [ERROR] Element 123 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,656 [ERROR] Element 124 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,656 [ERROR] Element 125 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,656 [ERROR] Element 126 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,656 [ERROR] Element 127 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,656 [ERROR] Element 128 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,656 [ERROR] Element 129 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,656 [ERROR] Element 130 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,656 [ERROR] Element 131 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,656 [ERROR] Element 132 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,656 [ERROR] Element 133 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,656 [ERROR] Element 134 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,656 [ERROR] Element 135 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,656 [ERROR] Element 136 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,656 [ERROR] Element 137 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,656 [ERROR] Element 138 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,656 [ERROR] Element 139 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,656 [ERROR] Element 140 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,656 [ERROR] Element 141 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,656 [ERROR] Element 142 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,656 [ERROR] Element 143 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,656 [ERROR] Element 144 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,656 [ERROR] Element 145 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,656 [ERROR] Element 146 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,656 [ERROR] Element 147 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,656 [ERROR] Element 148 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,656 [ERROR] Element 149 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,656 [ERROR] Element 150 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,656 [ERROR] Element 151 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,656 [ERROR] Element 152 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,656 [ERROR] Element 153 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,656 [ERROR] Element 154 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,656 [ERROR] Element 155 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,656 [ERROR] Element 156 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,656 [ERROR] Element 157 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,657 [ERROR] Element 158 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
2025-11-16 14:58:49,657 [ERROR] Element 159 failed validation: TypeError - Element1DBase.assemble_global_dof_indices() takes 1 positional argument but 2 were given (Module: assembly, Line: 194)
